order_date,ship_date,ship_mode,customer_id,segment,city,state,region,product_id,category,subcategory,sales,quantity,discount,profit
2016-07-08,2016-07-10,Second Class,SC-20230,Corporate,Arlington,Texas,Central,OFF-AR-10000588,Office Supplies,Art,47.616,3,0.2,3.5712
2017-12-05,2017-12-07,Second Class,NP-18325,Consumer,San Diego,California,West,OFF-PA-10003039,Office Supplies,Paper,92.94,3,0.0,41.823
2017-03-09,2017-03-13,Standard Class,LW-16990,Corporate,San Francisco,California,West,TEC-AC-10001908,Technology,Accessories,199.98,2,0.0,69.993
2016-06-09,2016-06-15,Standard Class,GM-14680,Consumer,Los Angeles,California,West,TEC-PH-10001198,Technology,Phones,177.48,3,0.2,19.9665
2017-11-28,2017-12-01,First Class,RH-19495,Consumer,Denver,Colorado,West,OFF-PA-10004071,Office Supplies,Paper,88.768,2,0.2,31.0688
2017-03-16,2017-03-18,Second Class,VM-21685,Home Office,Seattle,Washington,West,OFF-PA-10001972,Office Supplies,Paper,6.48,1,0.0,3.1104
2017-03-16,2017-03-18,Second Class,VM-21685,Home Office,Seattle,Washington,West,OFF-ST-10004180,Office Supplies,Storage,46.51,1,0.0,1.8604
2017-03-16,2017-03-18,Second Class,VM-21685,Home Office,Seattle,Washington,West,TEC-PH-10004165,Technology,Phones,659.976,3,0.2,49.4982
2016-11-27,2016-11-29,Second Class,CC-12670,Consumer,Scottsdale,Arizona,West,TEC-PH-10002483,Technology,Phones,271.992,1,0.2,23.7993
2017-08-06,2017-08-10,Second Class,SV-20365,Consumer,Lafayette,Louisiana,South,FUR-BO-10000468,Furniture,Bookcases,145.74,3,0.0,23.3184
2017-08-06,2017-08-10,Second Class,SV-20365,Consumer,Lafayette,Louisiana,South,FUR-FU-10001706,Furniture,Furnishings,15.4,5,0.0,7.392
2017-11-27,2017-12-03,Standard Class,LW-16990,Corporate,San Francisco,California,West,OFF-PA-10003129,Office Supplies,Paper,244.55,5,0.0,114.9385
2017-11-27,2017-12-03,Standard Class,LW-16990,Corporate,San Francisco,California,West,TEC-AC-10001284,Technology,Accessories,166.16,8,0.0,59.8176
2015-05-25,2015-05-27,Second Class,NP-18685,Home Office,San Francisco,California,West,FUR-FU-10002268,Furniture,Furnishings,14.73,3,0.0,4.8609
2016-07-08,2016-07-12,Standard Class,JE-15715,Consumer,Broomfield,Colorado,West,OFF-BI-10002082,Office Supplies,Binders,19.968,2,0.7,-13.312
2016-07-08,2016-07-12,Standard Class,JE-15715,Consumer,Broomfield,Colorado,West,OFF-ST-10001505,Office Supplies,Storage,33.488,7,0.2,-1.2558
2016-07-08,2016-07-12,Standard Class,JE-15715,Consumer,Broomfield,Colorado,West,OFF-BI-10001634,Office Supplies,Binders,8.736,4,0.7,-6.1152
2016-07-08,2016-07-12,Standard Class,JE-15715,Consumer,Broomfield,Colorado,West,FUR-CH-10004287,Furniture,Chairs,662.88,3,0.2,74.574
2017-08-29,2017-09-01,First Class,CP-12085,Corporate,Quincy,Illinois,Central,OFF-LA-10004544,Office Supplies,Labels,47.36,4,0.2,17.76
2017-08-29,2017-09-01,First Class,CP-12085,Corporate,Quincy,Illinois,Central,OFF-ST-10004507,Office Supplies,Storage,27.44,2,0.2,2.401
2017-08-29,2017-09-01,First Class,CP-12085,Corporate,Quincy,Illinois,Central,OFF-BI-10002012,Office Supplies,Binders,3.24,9,0.8,-5.184
2016-06-20,2016-06-26,Standard Class,EA-14035,Corporate,Carrollton,Texas,Central,TEC-AC-10001109,Technology,Accessories,95.968,4,0.2,26.3912
2016-06-20,2016-06-26,Standard Class,EA-14035,Corporate,Carrollton,Texas,Central,OFF-PA-10000809,Office Supplies,Paper,10.368,2,0.2,3.6288
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,OFF-AR-10000658,Office Supplies,Art,23.1,2,0.0,6.468
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,FUR-FU-10001196,Furniture,Furnishings,11.54,2,0.0,3.462
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,FUR-TA-10001889,Furniture,Tables,254.526,1,0.4,-93.3262
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,OFF-AP-10000358,Office Supplies,Appliances,12.98,1,0.0,3.7642
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,OFF-BI-10004970,Office Supplies,Binders,26.432,8,0.2,8.9208
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,TEC-PH-10003885,Technology,Phones,197.97,3,0.0,57.4113
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,OFF-LA-10001641,Office Supplies,Labels,18.9,6,0.0,9.072
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,FUR-CH-10003379,Furniture,Chairs,1282.41,5,0.1,213.735
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,OFF-AR-10004582,Office Supplies,Art,4.92,3,0.0,2.214
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,TEC-AC-10002842,Technology,Accessories,238.0,2,0.0,38.08
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,TEC-AC-10000109,Technology,Accessories,167.97,3,0.0,40.3128
2017-09-02,2017-09-06,Standard Class,AC-10615,Corporate,New York City,New York,East,OFF-PA-10003893,Office Supplies,Paper,17.12,4,0.0,7.704
2017-09-10,2017-09-15,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,OFF-BI-10003669,Office Supplies,Binders,16.2,3,0.0,7.776
2017-09-10,2017-09-15,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,OFF-AP-10004785,Office Supplies,Appliances,33.99,3,0.0,14.6157
2017-09-10,2017-09-15,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,TEC-AC-10003023,Technology,Accessories,296.85,5,0.0,53.433
2017-09-10,2017-09-15,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,TEC-AC-10002217,Technology,Accessories,112.8,6,0.0,6.768
2017-09-10,2017-09-15,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,OFF-BI-10002954,Office Supplies,Binders,13.71,3,0.0,6.5808
2017-09-10,2017-09-15,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,OFF-PA-10002586,Office Supplies,Paper,24.9,5,0.0,11.703
2017-09-10,2017-09-15,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,OFF-ST-10000025,Office Supplies,Storage,286.29,3,0.0,17.1774
2017-09-10,2017-09-15,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,OFF-AP-10003281,Office Supplies,Appliances,24.18,2,0.0,7.254
2017-12-21,2017-12-28,Standard Class,DB-13210,Consumer,Paterson,New Jersey,East,TEC-PH-10002103,Technology,Phones,281.97,3,0.0,78.9516
2017-12-21,2017-12-28,Standard Class,DB-13210,Consumer,Paterson,New Jersey,East,OFF-SU-10000898,Office Supplies,Supplies,69.5,5,0.0,20.155
2017-12-21,2017-12-28,Standard Class,DB-13210,Consumer,Paterson,New Jersey,East,OFF-PA-10001144,Office Supplies,Paper,166.44,3,0.0,79.8912
2017-09-23,2017-09-29,Standard Class,BD-11320,Consumer,Tulsa,Oklahoma,Central,TEC-AC-10004659,Technology,Accessories,291.96,4,0.0,102.186
2017-05-06,2017-05-11,Standard Class,ML-17755,Home Office,Chicago,Illinois,Central,OFF-AR-10004752,Office Supplies,Art,6.408,3,0.2,0.6408
2017-05-06,2017-05-11,Standard Class,ML-17755,Home Office,Chicago,Illinois,Central,TEC-AC-10004659,Technology,Accessories,408.744,7,0.2,76.6395
2014-12-14,2014-12-19,Standard Class,JD-16015,Consumer,Chicago,Illinois,Central,OFF-BI-10001249,Office Supplies,Binders,5.104,4,0.8,-8.6768
2014-12-14,2014-12-19,Standard Class,JD-16015,Consumer,Chicago,Illinois,Central,OFF-FA-10003059,Office Supplies,Fasteners,2.896,2,0.2,0.4706
2014-12-14,2014-12-19,Standard Class,JD-16015,Consumer,Chicago,Illinois,Central,TEC-AC-10002718,Technology,Accessories,35.016,3,0.2,-2.1885
2014-10-18,2014-10-20,Second Class,AS-10225,Corporate,Montgomery,Alabama,South,OFF-ST-10001522,Office Supplies,Storage,275.97,3,0.0,11.0388
2014-10-18,2014-10-20,Second Class,AS-10225,Corporate,Montgomery,Alabama,South,TEC-PH-10002352,Technology,Phones,1394.95,5,0.0,362.687
2014-10-18,2014-10-20,Second Class,AS-10225,Corporate,Montgomery,Alabama,South,FUR-CH-10003774,Furniture,Chairs,545.88,6,0.0,70.9644
2015-05-08,2015-05-12,Standard Class,AA-10375,Consumer,Salem,Oregon,West,OFF-AR-10000127,Office Supplies,Art,5.248,2,0.2,0.5904
2016-04-14,2016-04-14,Same Day,KT-16465,Consumer,Glendale,Arizona,West,FUR-CH-10004086,Furniture,Chairs,933.536,4,0.2,105.0228
2016-04-14,2016-04-14,Same Day,KT-16465,Consumer,Glendale,Arizona,West,OFF-ST-10001228,Office Supplies,Storage,42.976,4,0.2,4.2976
2015-12-14,2015-12-16,Second Class,MM-18280,Corporate,Columbus,Georgia,South,OFF-BI-10004187,Office Supplies,Binders,3.76,2,0.0,1.8048
2014-12-03,2014-12-09,Standard Class,NG-18430,Consumer,Oklahoma City,Oklahoma,Central,TEC-PH-10003811,Technology,Phones,479.96,4,0.0,134.3888
2014-11-25,2014-11-27,Second Class,LW-16825,Corporate,Brentwood,California,West,OFF-AP-10000240,Office Supplies,Appliances,320.88,6,0.0,93.0552
2014-11-25,2014-11-27,Second Class,LW-16825,Corporate,Brentwood,California,West,FUR-FU-10001940,Furniture,Furnishings,23.88,3,0.0,10.5072
2014-11-25,2014-11-27,Second Class,LW-16825,Corporate,Brentwood,California,West,OFF-PA-10000575,Office Supplies,Paper,26.76,4,0.0,12.3096
2016-07-25,2016-07-27,First Class,CB-12415,Consumer,Columbus,Ohio,East,TEC-CO-10001449,Technology,Copiers,1439.976,4,0.4,191.9968
2015-11-09,2015-11-13,Standard Class,AS-10090,Consumer,Springfield,Missouri,Central,OFF-BI-10002393,Office Supplies,Binders,17.22,3,0.0,7.9212
2015-11-09,2015-11-13,Standard Class,AS-10090,Consumer,Springfield,Missouri,Central,FUR-TA-10002855,Furniture,Tables,1024.38,7,0.0,215.1198
2015-11-09,2015-11-13,Standard Class,AS-10090,Consumer,Springfield,Missouri,Central,OFF-EN-10000781,Office Supplies,Envelopes,26.22,3,0.0,12.3234
2015-11-09,2015-11-13,Standard Class,AS-10090,Consumer,Springfield,Missouri,Central,OFF-PA-10002160,Office Supplies,Paper,17.34,3,0.0,8.4966
2017-02-24,2017-02-28,Standard Class,CB-12415,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004970,Office Supplies,Binders,4.956,4,0.7,-3.7996
2017-06-25,2017-07-02,Standard Class,ML-17755,Home Office,Springfield,Oregon,West,OFF-LA-10003923,Office Supplies,Labels,71.04,6,0.2,26.64
2017-06-25,2017-07-02,Standard Class,ML-17755,Home Office,Springfield,Oregon,West,OFF-AR-10002257,Office Supplies,Art,5.344,2,0.2,0.7348
2017-06-25,2017-07-02,Standard Class,ML-17755,Home Office,Springfield,Oregon,West,OFF-FA-10004395,Office Supplies,Fasteners,11.304,3,0.2,-2.1195
2017-12-02,2017-12-04,Second Class,JS-16030,Consumer,Houston,Texas,Central,OFF-AP-10002534,Office Supplies,Appliances,294.62,5,0.8,-766.012
2017-12-02,2017-12-04,Second Class,JS-16030,Consumer,Houston,Texas,Central,FUR-FU-10004020,Furniture,Furnishings,8.752,4,0.6,-3.7196
2014-02-06,2014-02-09,First Class,ND-18460,Corporate,Chesapeake,Virginia,South,OFF-LA-10002787,Office Supplies,Labels,15.0,4,0.0,7.2
2014-02-06,2014-02-09,First Class,ND-18460,Corporate,Chesapeake,Virginia,South,TEC-PH-10003645,Technology,Phones,161.61,1,0.0,42.0186
2014-02-06,2014-02-09,First Class,ND-18460,Corporate,Chesapeake,Virginia,South,TEC-PH-10001615,Technology,Phones,144.95,5,0.0,42.0355
2017-04-11,2017-04-18,Standard Class,LW-17215,Consumer,Pasadena,California,West,TEC-AC-10001767,Technology,Accessories,199.95,5,0.0,21.9945
2017-04-11,2017-04-18,Standard Class,LW-17215,Consumer,Pasadena,California,West,OFF-AR-10001221,Office Supplies,Art,41.86,7,0.0,14.2324
2017-12-25,2017-12-28,Second Class,JW-15955,Consumer,Louisville,Kentucky,South,OFF-ST-10000563,Office Supplies,Storage,95.94,3,0.0,9.594
2017-12-25,2017-12-28,Second Class,JW-15955,Consumer,Louisville,Kentucky,South,FUR-CH-10001146,Furniture,Chairs,304.45,5,0.0,76.1125
2017-04-11,2017-04-18,Standard Class,SC-20050,Home Office,Lubbock,Texas,Central,OFF-BI-10004738,Office Supplies,Binders,11.364,3,0.8,-17.046
2014-12-31,2015-01-04,Standard Class,RW-19630,Corporate,Columbia,Missouri,Central,OFF-AR-10000034,Office Supplies,Art,29.68,7,0.0,11.5752
2014-12-31,2015-01-04,Standard Class,RW-19630,Corporate,Columbia,Missouri,Central,TEC-AC-10000290,Technology,Accessories,47.53,7,0.0,16.1602
2017-08-03,2017-08-04,First Class,CM-12190,Consumer,Chicago,Illinois,Central,FUR-BO-10003034,Furniture,Bookcases,183.372,2,0.3,-36.6744
2014-11-15,2014-11-21,Standard Class,JF-15190,Consumer,Johnson City,Tennessee,South,OFF-AR-10001315,Office Supplies,Art,4.224,3,0.2,0.4752
2014-11-15,2014-11-21,Standard Class,JF-15190,Consumer,Johnson City,Tennessee,South,OFF-AP-10002118,Office Supplies,Appliances,333.056,2,0.2,29.1424
2014-11-15,2014-11-21,Standard Class,JF-15190,Consumer,Johnson City,Tennessee,South,OFF-PA-10002137,Office Supplies,Paper,24.896,4,0.2,7.78
2015-12-11,2015-12-11,Same Day,SC-20800,Consumer,Houston,Texas,Central,TEC-AC-10001606,Technology,Accessories,159.984,2,0.2,35.9964
2015-12-11,2015-12-11,Same Day,SC-20800,Consumer,Houston,Texas,Central,OFF-ST-10000943,Office Supplies,Storage,46.344,3,0.2,4.6344
2016-09-18,2016-09-23,Standard Class,AM-10705,Consumer,Auburn,Alabama,South,FUR-CH-10001854,Furniture,Chairs,350.98,1,0.0,84.2352
2016-09-18,2016-09-23,Standard Class,AM-10705,Consumer,Auburn,Alabama,South,OFF-PA-10000533,Office Supplies,Paper,13.08,2,0.0,6.0168
2016-09-18,2016-09-23,Standard Class,AM-10705,Consumer,Auburn,Alabama,South,OFF-ST-10003716,Office Supplies,Storage,900.08,4,0.0,117.0104
2015-03-19,2015-03-23,Standard Class,BK-11260,Consumer,San Bernardino,California,West,OFF-BI-10000088,Office Supplies,Binders,17.568,2,0.2,6.3684
2015-03-19,2015-03-23,Standard Class,BK-11260,Consumer,San Bernardino,California,West,OFF-LA-10000240,Office Supplies,Labels,14.62,2,0.0,6.8714
2015-03-19,2015-03-23,Standard Class,BK-11260,Consumer,San Bernardino,California,West,OFF-SU-10001165,Office Supplies,Supplies,33.36,4,0.0,8.6736
2015-03-19,2015-03-23,Standard Class,BK-11260,Consumer,San Bernardino,California,West,OFF-PA-10002749,Office Supplies,Paper,40.14,6,0.0,19.6686
2016-09-19,2016-09-21,First Class,RH-19510,Home Office,Providence,Rhode Island,East,OFF-ST-10001490,Office Supplies,Storage,1606.23,9,0.0,481.869
2016-09-19,2016-09-21,First Class,RH-19510,Home Office,Providence,Rhode Island,East,OFF-PA-10002377,Office Supplies,Paper,17.04,3,0.0,7.668
2016-09-19,2016-09-21,First Class,RH-19510,Home Office,Providence,Rhode Island,East,OFF-BI-10004826,Office Supplies,Binders,49.53,3,0.0,23.7744
2016-09-19,2016-09-21,First Class,RH-19510,Home Office,Providence,Rhode Island,East,FUR-CH-10004675,Furniture,Chairs,872.32,4,0.0,244.2496
2017-08-20,2017-08-22,Second Class,GM-14500,Consumer,Fresno,California,West,OFF-BI-10002867,Office Supplies,Binders,239.12,5,0.2,77.714
2015-03-13,2015-03-15,First Class,MC-17275,Consumer,Seattle,Washington,West,FUR-BO-10004409,Furniture,Bookcases,141.96,2,0.0,39.7488
2016-09-08,2016-09-10,Second Class,VM-21685,Home Office,Lancaster,California,West,OFF-BI-10002225,Office Supplies,Binders,33.024,2,0.2,11.5584
2016-09-08,2016-09-10,Second Class,VM-21685,Home Office,Lancaster,California,West,OFF-BI-10001989,Office Supplies,Binders,67.136,4,0.2,23.4976
2015-11-26,2015-11-30,Standard Class,GP-14740,Corporate,Leominster,Massachusetts,East,OFF-BI-10000343,Office Supplies,Binders,14.73,3,0.0,6.9231
2015-11-26,2015-11-30,Standard Class,GP-14740,Corporate,Leominster,Massachusetts,East,OFF-ST-10001172,Office Supplies,Storage,104.9,5,0.0,25.176
2015-11-26,2015-11-30,Standard Class,GP-14740,Corporate,Leominster,Massachusetts,East,OFF-BI-10003707,Office Supplies,Binders,61.04,4,0.0,30.52
2015-11-26,2015-11-30,Standard Class,GP-14740,Corporate,Leominster,Massachusetts,East,OFF-PA-10001274,Office Supplies,Paper,10.95,3,0.0,5.1465
2016-12-09,2016-12-13,Standard Class,GB-14530,Corporate,Fort Worth,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,9.392,2,0.2,3.2872
2016-12-09,2016-12-13,Standard Class,GB-14530,Corporate,Fort Worth,Texas,Central,OFF-AR-10000475,Office Supplies,Art,9.328,1,0.2,0.8162
2017-09-25,2017-09-29,Standard Class,CT-11995,Consumer,Rochester,Minnesota,Central,OFF-BI-10002976,Office Supplies,Binders,8.26,2,0.0,3.8822
2017-09-25,2017-09-29,Standard Class,CT-11995,Consumer,Rochester,Minnesota,Central,FUR-CH-10003061,Furniture,Chairs,269.97,3,0.0,51.2943
2015-01-23,2015-01-27,Standard Class,CW-11905,Home Office,Bozeman,Montana,West,OFF-PA-10002893,Office Supplies,Paper,29.04,3,0.0,13.9392
2015-01-23,2015-01-27,Standard Class,CW-11905,Home Office,Bozeman,Montana,West,OFF-LA-10003077,Office Supplies,Labels,14.62,2,0.0,6.8714
2015-06-18,2015-06-23,Standard Class,SN-20560,Home Office,Peoria,Arizona,West,OFF-PA-10001661,Office Supplies,Paper,11.952,3,0.2,4.3326
2015-06-18,2015-06-23,Standard Class,SN-20560,Home Office,Peoria,Arizona,West,OFF-BI-10004656,Office Supplies,Binders,4.536,7,0.7,-3.3264
2015-06-18,2015-06-23,Standard Class,SN-20560,Home Office,Peoria,Arizona,West,OFF-BI-10003707,Office Supplies,Binders,9.156,2,0.7,-6.104
2015-06-18,2015-06-23,Standard Class,SN-20560,Home Office,Peoria,Arizona,West,FUR-FU-10004973,Furniture,Furnishings,75.36,5,0.2,20.724
2015-10-02,2015-10-08,Standard Class,EB-13705,Corporate,San Diego,California,West,OFF-BI-10004817,Office Supplies,Binders,57.504,6,0.2,20.1264
2017-11-18,2017-11-23,Standard Class,JW-15220,Corporate,Lakewood,Ohio,East,OFF-AR-10001860,Office Supplies,Art,38.864,7,0.2,7.7728
2014-08-17,2014-08-23,Standard Class,KB-16585,Corporate,Houston,Texas,Central,OFF-PA-10001639,Office Supplies,Paper,15.552,3,0.2,5.4432
2016-07-17,2016-07-21,Standard Class,MC-17590,Corporate,Perth Amboy,New Jersey,East,OFF-AP-10004487,Office Supplies,Appliances,162.64,2,0.0,45.5392
2016-07-17,2016-07-21,Standard Class,MC-17590,Corporate,Perth Amboy,New Jersey,East,TEC-PH-10001760,Technology,Phones,597.0,3,0.0,280.59
2016-07-17,2016-07-21,Standard Class,MC-17590,Corporate,Perth Amboy,New Jersey,East,OFF-PA-10004071,Office Supplies,Paper,55.48,1,0.0,26.6304
2015-07-11,2015-07-13,First Class,CK-12595,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,289.8,7,0.2,36.225
2015-07-11,2015-07-13,First Class,CK-12595,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004022,Office Supplies,Binders,2.502,3,0.7,-2.0016
2015-07-11,2015-07-13,First Class,CK-12595,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003669,Office Supplies,Binders,6.48,4,0.7,-4.752
2015-07-11,2015-07-13,First Class,CK-12595,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10003833,Furniture,Chairs,341.488,8,0.3,-73.176
2015-07-11,2015-07-13,First Class,CK-12595,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10003732,Office Supplies,Art,11.12,5,0.2,0.834
2015-07-11,2015-07-13,First Class,CK-12595,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003142,Furniture,Furnishings,25.344,6,0.2,3.4848
2016-12-01,2016-12-07,Standard Class,RD-19480,Consumer,Richmond,Indiana,Central,FUR-FU-10001196,Furniture,Furnishings,17.31,3,0.0,5.193
2017-12-22,2017-12-25,First Class,TP-21130,Consumer,Detroit,Michigan,Central,TEC-AC-10001114,Technology,Accessories,199.95,5,0.0,63.984
2017-12-22,2017-12-25,First Class,TP-21130,Consumer,Detroit,Michigan,Central,FUR-CH-10002335,Furniture,Chairs,1586.69,7,0.0,412.5394
2017-12-22,2017-12-25,First Class,TP-21130,Consumer,Detroit,Michigan,Central,TEC-AC-10000844,Technology,Accessories,84.99,1,0.0,30.5964
2017-12-22,2017-12-25,First Class,TP-21130,Consumer,Detroit,Michigan,Central,FUR-TA-10004534,Furniture,Tables,411.8,2,0.0,70.006
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,OFF-FA-10002975,Office Supplies,Fasteners,11.34,3,0.0,5.2164
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,OFF-ST-10003996,Office Supplies,Storage,80.3,5,0.0,20.878
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,OFF-BI-10002571,Office Supplies,Binders,15.968,2,0.2,5.3892
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,OFF-PA-10000477,Office Supplies,Paper,64.74,13,0.0,30.4278
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,OFF-BI-10004209,Office Supplies,Binders,19.296,3,0.2,6.03
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,OFF-ST-10001963,Office Supplies,Storage,405.64,4,0.0,12.1692
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,FUR-CH-10003833,Furniture,Chairs,146.352,3,0.2,-9.147
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,TEC-AC-10004568,Technology,Accessories,251.91,9,0.0,47.8629
2014-10-31,2014-11-04,Standard Class,GG-14650,Corporate,Los Angeles,California,West,OFF-AR-10001419,Office Supplies,Art,12.39,3,0.0,3.717
2015-04-13,2015-04-19,Standard Class,ZC-21910,Consumer,Pomona,California,West,TEC-AC-10002800,Technology,Accessories,199.96,4,0.0,69.986
2015-04-13,2015-04-19,Standard Class,ZC-21910,Consumer,Pomona,California,West,FUR-TA-10003954,Furniture,Tables,710.832,3,0.2,-97.7394
